Player,Year1,Year2,Year3,Year4,Retire,NextPercentile
Deandre Washington,0.2849462365591398,0.4262295081967213,0.526595744680851,0.5773195876288659,0,0.5302325581395348
Deangelo Williams,0.3137254901960784,0.7218543046357616,0.9741935483870968,0.9936305732484076,0,0.961038961038961
Dee Brown,0.0662251655629139,0.0822784810126582,0.0778443113772455,0.0779220779220779,0,0.0980392156862745
Deji Karim,0.0779220779220779,0.2925170068027211,0.2893081761006289,0.3095238095238095,1,
Del Rodgers,0.0969696969696969,0.0759493670886076,0.3024691358024691,0.1548387096774193,0,0.1988304093567251
Delvin Williams,0.2877697841726618,0.65,0.9477124183006536,0.9554140127388536,0,0.9817073170731708
Demarco Murray,0.4013605442176871,0.7610062893081762,0.9226190476190476,0.9766081871345028,0,0.988826815642458
Denard Robinson,0.0,0.1871345029239766,0.3016759776536313,0.5053763440860215,1,
Dennis Gentry,0.1272727272727272,0.2025316455696202,0.4012345679012346,0.5483870967741935,0,0.8070175438596491
Deonte Harris,0.3041237113402061,0.5348837209302325,0.8027522935779816,0.6323529411764706,0,0.4406779661016949
Derek Brown,0.3805970149253731,0.5714285714285714,0.8366013071895425,0.5352112676056338,1,
Derek Loville,0.0131578947368421,0.0547945205479452,0.0955882352941176,0.0373134328358208,0,0.1428571428571428
Derek Watt,0.3387096774193548,0.5191256830601093,0.6329787234042553,0.5824742268041238,0,0.3906976744186046
Derrick Blaylock,0.1125827814569536,0.5063291139240507,0.8083832335329342,0.7857142857142857,0,0.5620915032679739
Derrick Coleman,0.0833333333333333,0.0584795321637426,0.2569832402234637,0.1827956989247312,0,0.2841530054644808
Derrick Fenner 2,0.0714285714285714,0.3881578947368421,0.6232876712328768,0.75,0,0.8432835820895522
Derrick Gainer,0.1118421052631579,0.1095890410958904,0.3161764705882353,0.2985074626865671,1,
Derrick Jensen,0.1453488372093023,0.2325581395348837,0.5903614457831325,0.4121212121212121,0,0.3860759493670886
Derrick Ward,0.1103896103896103,0.1111111111111111,0.4768211920529801,0.7225806451612903,0,0.8726114649681529
Deshaun Foster,0.2974683544303797,0.5568862275449101,0.8506493506493507,0.8562091503267973,0,0.8278145695364238
Deuce Mcallister,0.2534246575342466,0.8211920529801324,0.9683544303797468,0.9520958083832336,0,0.8831168831168831
Devine Ozigbo,0.0824742268041237,0.1534883720930232,0.1422018348623853,0.0490196078431372,0,0.1299435028248587
Devonta Freeman,0.2339181286549707,0.7486033519553073,0.9623655913978496,0.994535519125683,0,0.8776595744680851
Devontae Booker,0.2365591397849462,0.4153005464480874,0.6808510638297872,0.6185567010309279,0,0.6790697674418604
Dexter Bussey,0.0575539568345323,0.5428571428571428,0.7973856209150327,0.9044585987261148,0,0.8780487804878049
Dexter Carter,0.2368421052631578,0.5958904109589042,0.7426470588235294,0.7313432835820896,0,0.7428571428571429
Dino Hall,0.2325581395348837,0.4011627906976744,0.3674698795180723,0.4242424242424242,0,0.2911392405063291
Dino Philyaw,0.0492957746478873,0.0533333333333333,0.0592105263157894,0.1925465838509316,1,
Dion Lewis,0.1632653061224489,0.4088050314465409,0.4047619047619047,0.2631578947368421,0,0.3519553072625698
Dominic Rhodes,0.3356164383561644,0.4105960264900662,0.5759493670886076,0.467065868263473,0,0.6428571428571429
Don Calhoun,0.1007194244604316,0.4642857142857143,0.6535947712418301,0.8343949044585988,0,0.7865853658536586
Don Hardeman,0.2571428571428571,0.3856209150326797,0.5732484076433121,0.524390243902439,0,0.5697674418604651
Don Highsmith,0.048780487804878,0.3707865168539326,0.4814814814814814,0.4462809917355372,1,
Don Mccauley,0.1797752808988764,0.5925925925925926,0.7768595041322314,0.7841726618705036,0,0.6928571428571428
Don Nottingham,0.3820224719101123,0.6203703703703703,0.7272727272727273,0.7194244604316546,0,0.75
Don Testerman,0.2679738562091503,0.6560509554140127,0.774390243902439,0.5058139534883721,0,0.2093023255813953
Don Woods,0.6402877697841727,0.7714285714285715,0.934640522875817,0.7643312101910829,0,0.8353658536585366
Donald Brown,0.2738853503184713,0.6038961038961039,0.8367346938775511,0.8238993710691824,0,0.875
