Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Retire,NextPercentile
Darnay Scott,0.6119791666666666,0.8668280871670703,0.9593301435406698,0.9683698296836984,0.9591346153846154,0.9749430523917996,0.8878504672897196,0.8688524590163934,0.7196467991169978,1,
Darrell Jackson,0.4462616822429907,0.8360655737704918,0.9403973509933776,0.9772727272727272,0.9694501018329938,0.9611451942740288,0.9421841541755888,0.9149377593360996,0.8845360824742268,1,
Darren Mcfadden,0.3134020618556701,0.5413223140495868,0.7925311203319502,0.7559523809523809,0.7380497131931166,0.6126482213438735,0.5796812749003984,0.6215686274509804,0.609942638623327,1,
Darren Sproles,0.0797546012269938,0.0770877944325481,0.2302904564315352,0.5175257731958763,0.8099173553719008,0.8941908713692946,0.9444444444444444,0.9426386233269598,0.9387351778656128,0,0.9123505976095616
Darren Waller,0.092156862745098,0.3632887189292543,0.3223300970873786,0.4569288389513108,0.7697974217311234,0.9387387387387388,0.9676258992805756,0.9322033898305084,0.8764705882352941,1,
Darrin Nelson,0.157593123209169,0.4688346883468834,0.6221662468513854,0.6293333333333333,0.745049504950495,0.8036605657237936,0.624,0.5025906735751295,0.5363881401617251,0,0.5839793281653747
Darrius Heyward Bey,0.2520661157024793,0.5746887966804979,0.8373015873015873,0.9177820267686424,0.8932806324110671,0.7410358565737052,0.6333333333333333,0.6367112810707457,0.6990291262135923,0,0.5280898876404494
Daryl Johnston,0.194300518134715,0.431266846361186,0.6718346253229974,0.6675603217158177,0.7223719676549866,0.6953125,0.6924939467312349,0.5813397129186603,0.5669099756690997,0,0.4615384615384615
Dave Casper,0.2022471910112359,0.3881118881118881,0.821875,0.9213836477987422,0.9851632047477744,0.9700272479564032,0.96398891966759,0.9318801089918256,0.9455587392550144,0,0.913279132791328
Dave Logan,0.275,0.5471698113207547,0.8100890207715133,0.9237057220708448,0.9501385041551248,0.9427792915531336,0.9083094555873924,0.902439024390244,0.7984886649874056,1,
Dave Meggett,0.3316062176165803,0.5633423180592992,0.7596899224806202,0.6514745308310992,0.6846361185983828,0.671875,0.6852300242130751,0.5909090909090909,0.6034063260340633,0,0.6538461538461539
